Oficina Contable, Órgano Gestor, Unidad Tramitadora
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,S.GRAL. DE INSTITUCIONES PENITENCIARIAS - E04796601,CENTRO PENITENCIARIO DE NAVALCARNERO - E03120201
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,S.GRAL. DE INSTITUCIONES PENITENCIARIAS - E04796601,CENTRO PENITENCIARIO DE SOTO DEL REAL - E03120301
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,S.GRAL. DE INSTITUCIONES PENITENCIARIAS - E04796601,CENTRO PENITENCIARIO DE VALDEMORO - E03120401
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,S.GRAL. DE INSTITUCIONES PENITENCIARIAS - E04796601,CENTRO PENITENCIARIO MADRID II (ALCALA DE HENARES - MECO) - E03123801
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,S.GRAL. DE INSTITUCIONES PENITENCIARIAS - E04796601,CENTRO PENITENCIARIO DE MADRID I - MUJERES (ALCALA DE HENARES) - E03124101
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,S.GRAL. DE INSTITUCIONES PENITENCIARIAS - E04796601,CIS VICTORIA KENT - E03124201
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,S.GRAL. DE INSTITUCIONES PENITENCIARIAS - E04796601,CENTRO PENITENCIARIO DE MADRID VII (ESTREMERA) - E04737601
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,S.GRAL. DE INSTITUCIONES PENITENCIARIAS - E04796601,CIS MELCHOR RODRIGUEZ GARCIA - E04869901
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,S.GRAL. DE INSTITUCIONES PENITENCIARIAS - E04796601,CIS JOSEFINA ALDECOA - E04916101
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,ZONA DE MADRID - E03133004,ZONA DE MADRID - E03133004
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,S.GRAL. DE INMIGRACION Y EMIGRACION - E04939901,CENTRO DE ACOGIDA A REFUGIADOS (CAR) DE VALLECAS - MADRID - E03691405
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,S.GRAL. DE INMIGRACION Y EMIGRACION - E04939901,CENTRO DE ACOGIDA A REFUGIADOS (CAR) DE ALCOBENDAS - MADRID - E03691505
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,SUBSECRETARIA DE EMPLEO Y SEGURIDAD SOCIAL - E04929601,CENTRO DE ACOGIDA A REFUGIADOS (CAR) DE ALCOBENDAS - MADRID - E03691505
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,MUSEO ARQUEOLOGICO NACIONAL - E03012004,MUSEO ARQUEOLOGICO NACIONAL - E03012004
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,DEMARCACIÓN DE CARRETERAS DEL ESTADO EN MADRID - E03037001,DEMARCACIÓN DE CARRETERAS DEL ESTADO EN MADRID - E03037001
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - E03081603,DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - E03081603
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,CENTRO PENITENCIARIO DE ARANJUEZ - E03120101,CENTRO PENITENCIARIO DE ARANJUEZ - E03120101
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,CENTRO PENITENCIARIO DE NAVALCARNERO - E03120201,CENTRO PENITENCIARIO DE NAVALCARNERO - E03120201
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,CENTRO PENITENCIARIO DE SOTO DEL REAL - E03120301,CENTRO PENITENCIARIO DE SOTO DEL REAL - E03120301
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,CENTRO PENITENCIARIO DE VALDEMORO - E03120401,CENTRO PENITENCIARIO DE VALDEMORO - E03120401
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,CENTRO PENITENCIARIO MADRID II (ALCALA DE HENARES - MECO) - E03123801,CENTRO PENITENCIARIO MADRID II (ALCALA DE HENARES - MECO) - E03123801
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,CENTRO PENITENCIARIO DE MADRID I - MUJERES (ALCALA DE HENARES) - E03124101,CENTRO PENITENCIARIO DE MADRID I - MUJERES (ALCALA DE HENARES) - E03124101
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,CIS VICTORIA KENT - E03124201,CIS VICTORIA KENT - E03124201
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,CENTRO DE ACOGIDA A REFUGIADOS (CAR) DE VALLECAS - MADRID - E03691405,CENTRO DE ACOGIDA A REFUGIADOS (CAR) DE VALLECAS - MADRID - E03691405
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,MUSEO DEL TRAJE - CENTRO DE INVESTIGACION DEL PATRIMONIO ETNOLOGICO - E04579104,MUSEO DEL TRAJE - CENTRO DE INVESTIGACION DEL PATRIMONIO ETNOLOGICO - E04579104
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,CENTRO PENITENCIARIO DE MADRID VII (ESTREMERA) - E04737601,CENTRO PENITENCIARIO DE MADRID VII (ESTREMERA) - E04737601
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,CIS MELCHOR RODRIGUEZ GARCIA - E04869901,CIS MELCHOR RODRIGUEZ GARCIA - E04869901
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,CIS JOSEFINA ALDECOA - E04916101,CIS JOSEFINA ALDECOA - E04916101
DELEGACION PROVINCIAL DE ECONOMIA Y HACIENDA DE MADRID - INTERVENCION REGIONAL - E03078004,DEL.GOB. EN MADRID - GASTOS ELECTORALES - EA0005790,DEL.GOB. EN MADRID - GASTOS ELECTORALES - EA0005790
I.D. MINISTERIO DE LA PRESIDENCIA - E03067003,OFICIALIA MAYOR - E03166003,S.G. DE GESTION ECONOMICA - E03166203
I.D. MINISTERIO DE LA PRESIDENCIA - E03067003,OFICIALIA MAYOR - E03166003,OFICINA PRESUPUESTARIA Y DE GESTION ECONOMICA - E03166204
I.D. MINISTERIO DE LA PRESIDENCIA - E03067003,S.G. DE RECURSOS HUMANOS - E03166303,S.G. DE GESTION ECONOMICA - E03166203
I.D. MINISTERIO DE LA PRESIDENCIA - E03067003,S.G. DE RECURSOS HUMANOS - E03166303,OFICINA PRESUPUESTARIA Y DE GESTION ECONOMICA - E03166204
I.D. MINISTERIO DE LA PRESIDENCIA - E03067003,SUBSECRETARIA DE LA PRESIDENCIA - E00135501,S.G. DE GESTION ECONOMICA - E03166203
I.D. MINISTERIO DE LA PRESIDENCIA - E03067003,SUBSECRETARIA DE LA PRESIDENCIA - E00135501,OFICINA PRESUPUESTARIA Y DE GESTION ECONOMICA - E03166204
I.D. MINISTERIO DE LA PRESIDENCIA - E03067003,S.G. DE PUBLICACIONES DOCUMENTACION Y ARCHIVO - E03167803,S.G. DE GESTION ECONOMICA - E03166203
I.D. MINISTERIO DE LA PRESIDENCIA - E03067003,S.G. DE PUBLICACIONES DOCUMENTACION Y ARCHIVO - E03167803,OFICINA PRESUPUESTARIA Y DE GESTION ECONOMICA - E03166204
I.D. MINISTERIO DE LA PRESIDENCIA - E03067003,S. DE E. DE COMUNICACION - E00134702,S.G. DE GESTION ECONOMICA - E03166203
I.D. MINISTERIO DE LA PRESIDENCIA - E03067003,S. DE E. DE COMUNICACION - E00134702,OFICINA PRESUPUESTARIA Y DE GESTION ECONOMICA - E03166204
I.D. MINISTERIO DE LA PRESIDENCIA - E03067003,S.G. DE GESTION ECONOMICA - E03166203,S.G. DE GESTION ECONOMICA - E03166203
I.D. MINISTERIO DE LA PRESIDENCIA - E03067003,S.GRAL. DE LA PRESIDENCIA DEL GOBIERNO A.P. - E00136403,S.G. DE GESTION ECONOMICA - E03166203
I.D. MINISTERIO DE LA PRESIDENCIA - E03067003,S.GRAL. DE LA PRESIDENCIA DEL GOBIERNO A.P. - E00136403,OFICINA PRESUPUESTARIA Y DE GESTION ECONOMICA - E03166204
I.D. MINISTERIO DE LA PRESIDENCIA - E03067003,S.G. DE TECNOLOGIAS Y SERVICIOS DE INFORMACION - E02668507,S.G. DE GESTION ECONOMICA - E03166203
I.D. MINISTERIO DE LA PRESIDENCIA - E03067003,S.G. DE TECNOLOGIAS Y SERVICIOS DE INFORMACION - E02668507,OFICINA PRESUPUESTARIA Y DE GESTION ECONOMICA - E03166204
I.D. MINISTERIO DE LA PRESIDENCIA - E03067003,DIRECCION DE TECNOLOGIAS DE LA INFORMACION Y DE LAS COMUNICACIONES DE LA ADMON. GENERAL DEL ESTADO - E04964101,S.G. DE GESTION ECONOMICA - E03166203
I.D. MINISTERIO DE LA PRESIDENCIA - E03067003,DIRECCION DE TECNOLOGIAS DE LA INFORMACION Y DE LAS COMUNICACIONES DE LA ADMON. GENERAL DEL ESTADO - E04964101,OFICINA PRESUPUESTARIA Y DE GESTION ECONOMICA - E03166204
I.D. MINISTERIO DE LA PRESIDENCIA - E03067003,OFICINA PRESUPUESTARIA Y DE GESTION ECONOMICA - E03166204,OFICINA PRESUPUESTARIA Y DE GESTION ECONOMICA - E03166204
FONDO ESPAÑOL DE GARANTIA AGRARIA - E00112903,FONDO ESPAÑOL DE GARANTIA AGRARIA - E00112903,SECRETARIA GENERAL - E02743603
FONDO ESPAÑOL DE GARANTIA AGRARIA - E00112903,FONDO ESPAÑOL DE GARANTIA AGRARIA - E00112903,S.G ECONOMICO-FINANCIERA - E02743803
FONDO ESPAÑOL DE GARANTIA AGRARIA - E00112903,FONDO ESPAÑOL DE GARANTIA AGRARIA - E00112903,S.G DE AUDITORIA INTERNA - E02744303
FONDO ESPAÑOL DE GARANTIA AGRARIA - E00112903,FONDO ESPAÑOL DE GARANTIA AGRARIA - E00112903,S.G. DE REGULACION DE MERCADOS - E04739403
FONDO ESPAÑOL DE GARANTIA AGRARIA - E00112903,FONDO ESPAÑOL DE GARANTIA AGRARIA - E00112903,S.G. DE AYUDAS DIRECTAS - E04739503
FONDO ESPAÑOL DE GARANTIA AGRARIA - E00112903,FONDO ESPAÑOL DE GARANTIA AGRARIA - E00112903,S.G. DE SECTORES ESPECIALES - E04739603
I.D. MINISTERO DE ECONOMIA Y COMPETITIVIDAD (A. CONTABILIDAD) - E04946701,D.G. DE POLITICA ECONOMICA - E00118705,S.G. DE ADMINISTRACION FINANCIERA E INSPECCION DE SERVICIOS - E04859202
I.D. MINISTERO DE ECONOMIA Y COMPETITIVIDAD (A. CONTABILIDAD) - E04946701,D.G. DE POLITICA ECONOMICA - E00118705,CAJA PAGADORA DE ADMINISTRACIÓN FINANCIERA - EA0003155
I.D. MINISTERO DE ECONOMIA Y COMPETITIVIDAD (A. CONTABILIDAD) - E04946701,D.G. DE ANALISIS MACROECONOMICO Y ECONOMIA INTERNACIONAL - E04799002,S.G. DE ADMINISTRACION FINANCIERA E INSPECCION DE SERVICIOS - E04859202
I.D. MINISTERO DE ECONOMIA Y COMPETITIVIDAD (A. CONTABILIDAD) - E04946701,D.G. DE ANALISIS MACROECONOMICO Y ECONOMIA INTERNACIONAL - E04799002,CAJA PAGADORA DE ADMINISTRACIÓN FINANCIERA - EA0003155
I.D. MINISTERO DE ECONOMIA Y COMPETITIVIDAD (A. CONTABILIDAD) - E04946701,S.G. DE ADMINISTRACION FINANCIERA E INSPECCION DE SERVICIOS - E04859202,S.G. DE ADMINISTRACION FINANCIERA E INSPECCION DE SERVICIOS - E04859202
I.D. MINISTERO DE ECONOMIA Y COMPETITIVIDAD (A. CONTABILIDAD) - E04946701,S.G. DE ADMINISTRACION FINANCIERA E INSPECCION DE SERVICIOS - E04859202,CAJA PAGADORA DE ADMINISTRACIÓN FINANCIERA - EA0003155
I.D. MINISTERO DE ECONOMIA Y COMPETITIVIDAD (A. CONTABILIDAD) - E04946701,S.G. DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES - E04859302,S.G. DE ADMINISTRACION FINANCIERA E INSPECCION DE SERVICIOS - E04859202
I.D. MINISTERO DE ECONOMIA Y COMPETITIVIDAD (A. CONTABILIDAD) - E04946701,S.G. DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES - E04859302,CAJA PAGADORA DE ADMINISTRACIÓN FINANCIERA - EA0003155
I.D. MINISTERO DE ECONOMIA Y COMPETITIVIDAD (A. CONTABILIDAD) - E04946701,S.G. DE RECURSOS HUMANOS - E04859802,S.G. DE ADMINISTRACION FINANCIERA E INSPECCION DE SERVICIOS - E04859202
I.D. MINISTERO DE ECONOMIA Y COMPETITIVIDAD (A. CONTABILIDAD) - E04946701,S.G. DE RECURSOS HUMANOS - E04859802,CAJA PAGADORA DE ADMINISTRACIÓN FINANCIERA - EA0003155
I.D. MINISTERO DE ECONOMIA Y COMPETITIVIDAD (A. CONTABILIDAD) - E04946701,S. DE E. DE ECONOMIA Y APOYO A LA EMPRESA - E04927801,S.G. DE ADMINISTRACION FINANCIERA E INSPECCION DE SERVICIOS - E04859202
I.D. MINISTERO DE ECONOMIA Y COMPETITIVIDAD (A. CONTABILIDAD) - E04946701,S. DE E. DE ECONOMIA Y APOYO A LA EMPRESA - E04927801,CAJA PAGADORA DE ADMINISTRACIÓN FINANCIERA - EA0003155
I.D. MINISTERO DE ECONOMIA Y COMPETITIVIDAD (A. CONTABILIDAD) - E04946701,SUBSECRETARIA DE ECONOMIA Y COMPETITIVIDAD - E04930501,S.G. DE ADMINISTRACION FINANCIERA E INSPECCION DE SERVICIOS - E04859202
I.D. MINISTERO DE ECONOMIA Y COMPETITIVIDAD (A. CONTABILIDAD) - E04946701,SECRETARIA GENERAL TECNICA - E04931801,S.G. DE ADMINISTRACION FINANCIERA E INSPECCION DE SERVICIOS - E04859202
I.D. MINISTERO DE ECONOMIA Y COMPETITIVIDAD (A. CONTABILIDAD) - E04946701,SECRETARIA GENERAL TECNICA - E04931801,CAJA PAGADORA DE ADMINISTRACIÓN FINANCIERA - EA0003155
I.D. MINISTERO DE ECONOMIA Y COMPETITIVIDAD (A. CONTABILIDAD) - E04946701,OFICIALIA MAYOR - E04945401,S.G. DE ADMINISTRACION FINANCIERA E INSPECCION DE SERVICIOS - E04859202
